"Código","Unidade Territorial","UF","Referência","Número de famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Número de famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor médio do benefício do Programa Bolsa Família (até outubro/2021)","Valor médio do benefício do Programa Bolsa Família (a partir de março/2023)"
"250360","CAIÇARA","PB","07/2015","1303","","258260","","198,20",""
"250360","CAIÇARA","PB","02/2025","","1454","","957113,0","","658,26"
"250360","CAIÇARA","PB","05/2021","1282","","130276","","101,62",""
"250360","CAIÇARA","PB","11/2018","1298","","271781","","209,38",""
"250360","CAIÇARA","PB","12/2008","1102","","99888","","90,64",""
"250360","CAIÇARA","PB","03/2018","1327","","264186","","199,09",""
"250360","CAIÇARA","PB","08/2008","1119","","100682","","89,97",""
"250360","CAIÇARA","PB","02/2018","1325","","264229","","199,42",""
"250360","CAIÇARA","PB","01/2018","1333","","267844","","200,93",""
"250360","CAIÇARA","PB","01/2024","","1503","","1007759,0","","670,50"
"250360","CAIÇARA","PB","01/2021","1281","","273976","","213,88",""
"250360","CAIÇARA","PB","02/2021","1273","","272300","","213,90",""
"250360","CAIÇARA","PB","01/2025","","1453","","964565","","663,84"
"250360","CAIÇARA","PB","10/2018","1279","","270158","","211,23",""
"250360","CAIÇARA","PB","09/2018","1270","","265381","","208,96",""
"250360","CAIÇARA","PB","07/2018","1253","","264337","","210,96",""
"250360","CAIÇARA","PB","08/2018","1279","","271294","","212,11",""
"250360","CAIÇARA","PB","06/2025","","1453","","957294","","659,75"
"250360","CAIÇARA","PB","04/2021","1272","","129739","","102,00",""
"250360","CAIÇARA","PB","08/2021","1281","","132312","","103,29",""
"250360","CAIÇARA","PB","05/2018","1313","","260299","","198,25",""
"250360","CAIÇARA","PB","10/2008","1099","","96540","","87,84",""
"250360","CAIÇARA","PB","12/2025","","1356","","914165","","675,66"
"250360","CAIÇARA","PB","10/2025","","1379","","923565","","670,22"
"250360","CAIÇARA","PB","06/2018","1261","","250207","","198,42",""
"250360","CAIÇARA","PB","01/2008","1129","","89977","","79,70",""
"250360","CAIÇARA","PB","07/2025","","1412","","939503,0","","665,84"
"250360","CAIÇARA","PB","08/2025","","1403","","938285","","669,25"
"250360","CAIÇARA","PB","09/2025","","1393","","931590","","669,25"
"250360","CAIÇARA","PB","04/2018","1305","","258539","","198,11",""
"250360","CAIÇARA","PB","11/2025","","1359","","913595,0","","673,25"
"250360","CAIÇARA","PB","09/2008","1104","","100000,00","","90,58",""
"250360","CAIÇARA","PB","03/2021","1274","","273601","","214,76",""
"250360","CAIÇARA","PB","05/2008","1122","","93420,00","","83,26",""
"250360","CAIÇARA","PB","11/2024","","1474","","977706,0","","663,75"
"250360","CAIÇARA","PB","06/2021","1282","","131008","","102,19",""
"250360","CAIÇARA","PB","07/2021","1282","","131661","","102,70",""
"250360","CAIÇARA","PB","11/2008","1103","","99724","","90,41",""
"250360","CAIÇARA","PB","10/2024","","1470","","974721,0","","663,08"
"250360","CAIÇARA","PB","09/2024","","1468","","982508,0","","669,28"
"250360","CAIÇARA","PB","08/2024","","1468","","976973,0","","665,51"
"250360","CAIÇARA","PB","07/2024","","1478","","990155,0","","669,93"
"250360","CAIÇARA","PB","06/2024","","1485","","993323,0","","669,81"
"250360","CAIÇARA","PB","05/2024","","1488","","993867,0","","668,82"
"250360","CAIÇARA","PB","04/2024","","1494","","994294,0","","666,42"
"250360","CAIÇARA","PB","10/2021","1281","","133355","","104,10",""
"250360","CAIÇARA","PB","09/2021","1281","","132964","","103,80",""
"250360","CAIÇARA","PB","05/2025","","1457","","960751,0","","660,31"
"250360","CAIÇARA","PB","04/2025","","1460","","962149,0","","660,82"
"250360","CAIÇARA","PB","03/2025","","1466","","968497","","662,45"
"250360","CAIÇARA","PB","02/2008","1119","","89543","","80,02",""
"250360","CAIÇARA","PB","07/2008","1115","","100184","","89,85",""
"250360","CAIÇARA","PB","03/2024","","1498","","1003182","","671,02"
"250360","CAIÇARA","PB","02/2024","","1496","","1004708,0","","671,60"
"250360","CAIÇARA","PB","03/2008","1115","","91318","","81,90",""
"250360","CAIÇARA","PB","12/2018","1304","","273888","","210,04",""
"250360","CAIÇARA","PB","04/2008","1113","","91396","","82,12",""
"250360","CAIÇARA","PB","06/2008","1119","","93354","","83,43",""
"250360","CAIÇARA","PB","08/2010","998","","100674","","100,88",""
"250360","CAIÇARA","PB","11/2010","991","","100942","","101,86",""
"250360","CAIÇARA","PB","09/2004","643","","47125","","73,29",""
"250360","CAIÇARA","PB","02/2004","616","","46445","","75,40",""
"250360","CAIÇARA","PB","04/2023","","1585","","1037152","","656,43"
"250360","CAIÇARA","PB","03/2004","616","","46445","","75,40",""
"250360","CAIÇARA","PB","04/2010","994","","99720,00","","100,32",""
"250360","CAIÇARA","PB","12/2004","830","","60193","","72,52",""
"250360","CAIÇARA","PB","11/2004","836","","58591","","70,08",""
"250360","CAIÇARA","PB","09/2010","1001","","101313","","101,21",""
"250360","CAIÇARA","PB","08/2004","616","","45380","","73,67",""
"250360","CAIÇARA","PB","07/2011","1094","","124506","","113,81",""
"250360","CAIÇARA","PB","04/2011","1106","","125022","","113,04",""
"250360","CAIÇARA","PB","04/2004","616","","45965","","74,62",""
"250360","CAIÇARA","PB","01/2004","616","","46445","","75,40",""
"250360","CAIÇARA","PB","01/2010","1000","","99080","","99,08",""
"250360","CAIÇARA","PB","03/2011","1104","","107237","","97,13",""
"250360","CAIÇARA","PB","05/2010","997","","99688","","99,99",""
"250360","CAIÇARA","PB","10/2011","1180","","138214","","117,13",""
"250360","CAIÇARA","PB","06/2011","1103","","125124","","113,44",""
"250360","CAIÇARA","PB","11/2011","1183","","139532","","117,95",""
"250360","CAIÇARA","PB","06/2004","616","","45665","","74,13",""
"250360","CAIÇARA","PB","10/2004","814","","57685","","70,87",""
"250360","CAIÇARA","PB","12/2010","984","","100073","","101,70",""
"250360","CAIÇARA","PB","06/2010","994","","100011","","100,61",""
"250360","CAIÇARA","PB","02/2010","991","","98360,00","","99,25",""
"250360","CAIÇARA","PB","08/2011","1070","","123752","","115,66",""
"250360","CAIÇARA","PB","07/2010","995","","100531","","101,04",""
"250360","CAIÇARA","PB","12/2011","1184","","139498,00","","117,82",""
"250360","CAIÇARA","PB","10/2010","993","","102021","","102,74",""
"250360","CAIÇARA","PB","09/2011","1180","","138774","","117,61",""
"250360","CAIÇARA","PB","03/2010","989","","98248","","99,34",""
"250360","CAIÇARA","PB","07/2004","616","","45560","","73,96",""
"250360","CAIÇARA","PB","03/2023","","1586","","1038095","","656,61"
"250360","CAIÇARA","PB","05/2023","","1586","","1045514","","659,21"
"250360","CAIÇARA","PB","06/2023","","1577","","1078419","","683,84"
"250360","CAIÇARA","PB","02/2011","1103","","107401","","97,37",""
"250360","CAIÇARA","PB","01/2011","1024","","100533","","98,18",""
"250360","CAIÇARA","PB","05/2011","1104","","124888","","113,12",""
"250360","CAIÇARA","PB","07/2023","","1557","","1044881,00","","672,38"
"250360","CAIÇARA","PB","08/2023","","1576","","1066212,00","","677,82"
"250360","CAIÇARA","PB","09/2023","","1555","","1038046","","668,84"
"250360","CAIÇARA","PB","10/2023","","1544","","1036500,0","","671,31"
"250360","CAIÇARA","PB","05/2004","616","","45755","","74,28",""
"250360","CAIÇARA","PB","11/2023","","1522","","1014742,0","","667,15"
"250360","CAIÇARA","PB","12/2023","","1502","","1004024,0","","668,90"
"250360","CAIÇARA","PB","07/2007","1224","","82203","","67,16",""
"250360","CAIÇARA","PB","10/2020","1284","","22771","","17,73",""
"250360","CAIÇARA","PB","09/2020","1284","","19663","","15,31",""
"250360","CAIÇARA","PB","08/2020","1288","","3196","","2,48",""
"250360","CAIÇARA","PB","04/2007","1245","","82998","","66,67",""
"250360","CAIÇARA","PB","07/2020","1288","","3285","","2,55",""
"250360","CAIÇARA","PB","06/2020","1288","","2965","","2,30",""
"250360","CAIÇARA","PB","10/2016","1303","","270324","","207,46",""
"250360","CAIÇARA","PB","05/2020","1288","","3457","","2,68",""
"250360","CAIÇARA","PB","05/2016","1362","","250072","","183,61",""
"250360","CAIÇARA","PB","04/2020","1286","","4012","","3,12",""
"250360","CAIÇARA","PB","03/2020","1204","","262852","","218,32",""
"250360","CAIÇARA","PB","02/2005","838","","58705","","70,05",""
"250360","CAIÇARA","PB","07/2026","","1343","","911364","","678,60"
"250360","CAIÇARA","PB","02/2020","1220","","263746","","216,19",""
"250360","CAIÇARA","PB","01/2020","1220","","263366,00","","215,87",""
"250360","CAIÇARA","PB","03/2026","","1371","","918866","","670,22"
"250360","CAIÇARA","PB","11/2005","973","","65278","","67,09",""
"250360","CAIÇARA","PB","09/2016","1307","","268823","","205,68",""
"250360","CAIÇARA","PB","08/2005","906","","62535","","69,02",""
"250360","CAIÇARA","PB","12/2005","1015","","67626","","66,63",""
"250360","CAIÇARA","PB","01/2007","1263","","83608","","66,20",""
"250360","CAIÇARA","PB","09/2005","906","","62535","","69,02",""
"250360","CAIÇARA","PB","02/2007","1256","","83608","","66,57",""
"250360","CAIÇARA","PB","06/2026","","1358","","912977","","672,30"
"250360","CAIÇARA","PB","05/2005","886","","61785","","69,73",""
"250360","CAIÇARA","PB","03/2007","1254","","83553","","66,63",""
"250360","CAIÇARA","PB","04/2026","","1369","","918814","","671,16"
"250360","CAIÇARA","PB","03/2016","1372","","249200,00","","181,63",""
"250360","CAIÇARA","PB","08/2016","1345","","275474","","204,81",""
"250360","CAIÇARA","PB","01/2026","","1353","","912759","","674,62"
"250360","CAIÇARA","PB","05/2026","","1356","","912424","","672,88"
"250360","CAIÇARA","PB","12/2016","1268","","261441","","206,18",""
"250360","CAIÇARA","PB","06/2007","1226","","82213","","67,06",""
"250360","CAIÇARA","PB","06/2005","887","","61850","","69,73",""
"250360","CAIÇARA","PB","04/2005","841","","58950","","70,10",""
"250360","CAIÇARA","PB","08/2007","1220","","96263","","78,90",""
"250360","CAIÇARA","PB","11/2007","1147","","90391","","78,81",""
"250360","CAIÇARA","PB","07/2016","1348","","275856,00","","204,64",""
"250360","CAIÇARA","PB","11/2016","1275","","263969","","207,03",""
"250360","CAIÇARA","PB","01/2005","839","","58755","","70,03",""
"250360","CAIÇARA","PB","12/2007","1131","","89629","","79,25",""
"250360","CAIÇARA","PB","05/2007","1244","","83083","","66,79",""
"250360","CAIÇARA","PB","03/2005","837","","58675","","70,10",""
"250360","CAIÇARA","PB","10/2005","906","","61324","","67,69",""
"250360","CAIÇARA","PB","01/2016","1365","","248789","","182,26",""
"250360","CAIÇARA","PB","10/2007","1207","","95109","","78,80",""
"250360","CAIÇARA","PB","07/2005","906","","63025","","69,56",""
"250360","CAIÇARA","PB","02/2026","","1352","","909856","","672,97"
"250360","CAIÇARA","PB","09/2007","1215","","95821","","78,87",""
"250360","CAIÇARA","PB","06/2016","1359","","247305","","181,98",""
"250360","CAIÇARA","PB","04/2016","1373","","250305","","182,31",""
"250360","CAIÇARA","PB","02/2016","1360","","247859,00","","182,25",""
"250360","CAIÇARA","PB","12/2020","1284","","25976","","20,23",""
"250360","CAIÇARA","PB","11/2020","1284","","23519","","18,32",""
"250360","CAIÇARA","PB","08/2014","1330","","264340","","198,75",""
"250360","CAIÇARA","PB","10/2006","1286","","86226","","67,05",""
"250360","CAIÇARA","PB","11/2013","1292","","221342","","171,32",""
"250360","CAIÇARA","PB","09/2017","1311","","263056","","200,65",""
"250360","CAIÇARA","PB","09/2014","1331","","263585","","198,04",""
"250360","CAIÇARA","PB","08/2006","1291","","86301,00","","66,85",""
"250360","CAIÇARA","PB","08/2017","1331","","265949","","199,81",""
"250360","CAIÇARA","PB","05/2006","1060","","71934,00","","67,86",""
"250360","CAIÇARA","PB","12/2013","1286","","221278","","172,07",""
"250360","CAIÇARA","PB","01/2017","1321","","265931","","201,31",""
"250360","CAIÇARA","PB","11/2014","1334","","264852","","198,54",""
"250360","CAIÇARA","PB","05/2013","1297","","218624","","168,56",""
"250360","CAIÇARA","PB","07/2017","1279","","258369","","202,01",""
"250360","CAIÇARA","PB","05/2017","1316","","266191","","202,27",""
"250360","CAIÇARA","PB","04/2006","1065","","71754,00","","67,37",""
"250360","CAIÇARA","PB","04/2014","1268","","223212","","176,03",""
"250360","CAIÇARA","PB","01/2006","1011","","66248","","65,53",""
"250360","CAIÇARA","PB","09/2006","1288","","86151,00","","66,89",""
"250360","CAIÇARA","PB","12/2006","1268","","85189","","67,18",""
"250360","CAIÇARA","PB","06/2006","1258","","84616","","67,26",""
"250360","CAIÇARA","PB","06/2013","1292","","219350","","169,78",""
"250360","CAIÇARA","PB","01/2013","1307","","201180","","153,93",""
"250360","CAIÇARA","PB","07/2006","1308","","87029,00","","66,54",""
"250360","CAIÇARA","PB","02/2017","1325","","266400","","201,06",""
"250360","CAIÇARA","PB","03/2013","1296","","215272","","166,10",""
"250360","CAIÇARA","PB","01/2014","1286","","222810","","173,26",""
"250360","CAIÇARA","PB","08/2013","1293","","219964","","170,12",""
"250360","CAIÇARA","PB","06/2017","1314","","264609","","201,38",""
"250360","CAIÇARA","PB","11/2006","1286","","86248","","67,07",""
"250360","CAIÇARA","PB","05/2014","1258","","221262","","175,88",""
"250360","CAIÇARA","PB","10/2014","1331","","263712","","198,13",""
"250360","CAIÇARA","PB","09/2013","1290","","218714","","169,55",""
"250360","CAIÇARA","PB","06/2014","1262","","250463","","198,47",""
"250360","CAIÇARA","PB","04/2017","1320","","266452","","201,86",""
"250360","CAIÇARA","PB","12/2024","","1474","","976608,0","","663,01"
"250360","CAIÇARA","PB","12/2014","1333","","264740","","198,60",""
"250360","CAIÇARA","PB","02/2006","1029","","68508","","66,58",""
"250360","CAIÇARA","PB","02/2014","1281","","220254","","171,94",""
"250360","CAIÇARA","PB","07/2013","1297","","220060","","169,67",""
"250360","CAIÇARA","PB","02/2013","1292","","204750","","158,48",""
"250360","CAIÇARA","PB","12/2017","1327","","265078","","199,76",""
"250360","CAIÇARA","PB","03/2006","1038","","70083","","67,52",""
"250360","CAIÇARA","PB","03/2014","1265","","219994","","173,91",""
"250360","CAIÇARA","PB","07/2014","1342","","263703","","196,50",""
"250360","CAIÇARA","PB","03/2017","1331","","270094","","202,93",""
"250360","CAIÇARA","PB","11/2017","1328","","267112","","201,14",""
"250360","CAIÇARA","PB","10/2013","1295","","219764","","169,70",""
"250360","CAIÇARA","PB","10/2017","1318","","266123","","201,91",""
"250360","CAIÇARA","PB","04/2013","1295","","215386","","166,32",""
"250370","CAJAZEIRAS","PB","07/2017","7355","","1494076","","203,14",""
"250370","CAJAZEIRAS","PB","07/2006","5100","","343805,00","","67,41",""
"250370","CAJAZEIRAS","PB","09/2006","4999","","338016,00","","67,62",""
"250370","CAJAZEIRAS","PB","06/2014","7621","","1421659","","186,54",""
"250370","CAJAZEIRAS","PB","12/2013","7863","","1289016","","163,93",""
"250370","CAJAZEIRAS","PB","08/2006","5092","","344077,00","","67,57",""
"250370","CAJAZEIRAS","PB","10/2006","4978","","338035","","67,91",""
"250370","CAJAZEIRAS","PB","05/2013","7979","","1243044","","155,79",""
"250370","CAJAZEIRAS","PB","10/2014","7491","","1422130","","189,85",""
"250370","CAJAZEIRAS","PB","11/2014","7498","","1428668","","190,54",""
"250370","CAJAZEIRAS","PB","02/2006","4551","","310623","","68,25",""
"250370","CAJAZEIRAS","PB","01/2006","4566","","311544","","68,23",""
"250370","CAJAZEIRAS","PB","03/2006","4544","","309701","","68,16",""
"250370","CAJAZEIRAS","PB","06/2006","5118","","341715","","66,77",""
"250370","CAJAZEIRAS","PB","05/2017","7621","","1549973","","203,38",""
"250370","CAJAZEIRAS","PB","05/2014","7615","","1258454","","165,26",""
"250370","CAJAZEIRAS","PB","08/2013","7918","","1271926","","160,64",""
"250370","CAJAZEIRAS","PB","07/2014","7512","","1417404","","188,69",""
"250370","CAJAZEIRAS","PB","01/2013","8055","","1138234","","141,31",""
"250370","CAJAZEIRAS","PB","05/2006","4601","","307940,00","","66,93",""
"250370","CAJAZEIRAS","PB","10/2013","7921","","1285122","","162,24",""
"250370","CAJAZEIRAS","PB","01/2017","7650","","1551619","","202,83",""
"250370","CAJAZEIRAS","PB","02/2017","7703","","1563415","","202,96",""
"250370","CAJAZEIRAS","PB","03/2017","7707","","1568980","","203,58",""
"250370","CAJAZEIRAS","PB","04/2017","7649","","1554265","","203,20",""
"250370","CAJAZEIRAS","PB","06/2017","7606","","1547103","","203,41",""
"250370","CAJAZEIRAS","PB","04/2014","7699","","1267278","","164,60",""
"250370","CAJAZEIRAS","PB","08/2017","7788","","1570041","","201,60",""
"250370","CAJAZEIRAS","PB","04/2013","7975","","1230744","","154,33",""
"250370","CAJAZEIRAS","PB","09/2017","7725","","1569802","","203,21",""
"250370","CAJAZEIRAS","PB","10/2017","7790","","1588816","","203,96",""
"250370","CAJAZEIRAS","PB","11/2017","7931","","1627036","","205,15",""
"250370","CAJAZEIRAS","PB","12/2017","8003","","1650343","","206,22",""
"250370","CAJAZEIRAS","PB","07/2013","7920","","1259346","","159,01",""
"250370","CAJAZEIRAS","PB","12/2014","7479","","1427084","","190,81",""
"250370","CAJAZEIRAS","PB","11/2006","4992","","339603","","68,03",""
"250370","CAJAZEIRAS","PB","09/2014","7467","","1420942","","190,30",""
"250370","CAJAZEIRAS","PB","09/2013","7914","","1275428","","161,16",""
"250370","CAJAZEIRAS","PB","04/2006","4624","","314732,00","","68,06",""
"250370","CAJAZEIRAS","PB","02/2013","7975","","1131904","","141,93",""
"250370","CAJAZEIRAS","PB","06/2013","7918","","1254162","","158,39",""
"250370","CAJAZEIRAS","PB","03/2013","8011","","1239750","","154,76",""
"250370","CAJAZEIRAS","PB","03/2014","7695","","1263434","","164,19",""
"250370","CAJAZEIRAS","PB","12/2006","5417","","371444","","68,57",""
"250370","CAJAZEIRAS","PB","08/2014","7429","","1409423","","189,72",""
"250370","CAJAZEIRAS","PB","02/2014","7825","","1282104","","163,85",""
"250370","CAJAZEIRAS","PB","11/2013","7884","","1278676","","162,19",""
"250370","CAJAZEIRAS","PB","01/2014","7824","","1276608","","163,17",""
"250370","CAJAZEIRAS","PB","12/2010","7516","","751009","","99,92",""
"250370","CAJAZEIRAS","PB","02/2010","7590","","733542,00","","96,65",""
"250370","CAJAZEIRAS","PB","03/2010","7607","","737321","","96,93",""
"250370","CAJAZEIRAS","PB","10/2011","8131","","929300","","114,29",""
"250370","CAJAZEIRAS","PB","04/2023","","13497","","8515442","","653,38"
"250370","CAJAZEIRAS","PB","05/2011","8315","","925770","","111,34",""
"250370","CAJAZEIRAS","PB","05/2023","","13548","","8552388","","657,67"
"250370","CAJAZEIRAS","PB","01/2004","3036","","217510","","71,64",""
"250370","CAJAZEIRAS","PB","07/2023","","13275","","8400334,00","","664,43"
"250370","CAJAZEIRAS","PB","01/2011","7805","","757334","","97,03",""
"250370","CAJAZEIRAS","PB","11/2011","8117","","931808","","114,80",""
"250370","CAJAZEIRAS","PB","11/2010","7528","","749652","","99,58",""
"250370","CAJAZEIRAS","PB","09/2004","3118","","218405","","70,05",""
"250370","CAJAZEIRAS","PB","06/2023","","13558","","9166762","","676,11"
"250370","CAJAZEIRAS","PB","05/2004","3031","","215005","","70,94",""
"250370","CAJAZEIRAS","PB","07/2011","8309","","924994","","111,32",""
"250370","CAJAZEIRAS","PB","07/2010","7582","","741480","","97,79",""
"250370","CAJAZEIRAS","PB","08/2023","","13299","","8610232,00","","666,48"
"250370","CAJAZEIRAS","PB","10/2010","7558","","750842","","99,34",""
"250370","CAJAZEIRAS","PB","09/2023","","13205","","8688857","","669,20"
"250370","CAJAZEIRAS","PB","10/2023","","13065","","8714931,0","","668,89"
"250370","CAJAZEIRAS","PB","11/2023","","12844","","8425936,0","","656,53"
"250370","CAJAZEIRAS","PB","06/2011","8314","","924002","","111,14",""
"250370","CAJAZEIRAS","PB","12/2023","","12749","","8448316,0","","662,82"
"250370","CAJAZEIRAS","PB","08/2010","7597","","746226","","98,23",""
"250370","CAJAZEIRAS","PB","08/2011","8151","","915598","","112,33",""
"250370","CAJAZEIRAS","PB","06/2010","7631","","745129","","97,65",""
"250370","CAJAZEIRAS","PB","02/2011","8278","","796717","","96,25",""
"250370","CAJAZEIRAS","PB","06/2004","3031","","214495","","70,77",""
"250370","CAJAZEIRAS","PB","03/2023","","13513","","8646884","","653,14"
"250370","CAJAZEIRAS","PB","12/2004","3885","","278301","","71,63",""
"250370","CAJAZEIRAS","PB","09/2011","8156","","930770","","114,12",""
"250370","CAJAZEIRAS","PB","02/2004","3036","","217510","","71,64",""
"250370","CAJAZEIRAS","PB","04/2004","3032","","215335","","71,02",""
"250370","CAJAZEIRAS","PB","03/2011","8290","","799296","","96,42",""
"250370","CAJAZEIRAS","PB","09/2010","7594","","747205","","98,39",""
"250370","CAJAZEIRAS","PB","12/2011","8131","","939154,00","","115,50",""
"250370","CAJAZEIRAS","PB","05/2010","7623","","740389","","97,13",""
"250370","CAJAZEIRAS","PB","01/2010","7397","","713197","","96,42",""
"250370","CAJAZEIRAS","PB","04/2010","7620","","738426,00","","96,91",""
"250370","CAJAZEIRAS","PB","07/2004","3031","","214015","","70,61",""
"250370","CAJAZEIRAS","PB","10/2004","3382","","238231","","70,44",""
"250370","CAJAZEIRAS","PB","04/2011","8312","","926762","","111,50",""
"250370","CAJAZEIRAS","PB","11/2004","3465","","240597","","69,44",""
"250370","CAJAZEIRAS","PB","08/2004","3031","","213520","","70,45",""
"250370","CAJAZEIRAS","PB","03/2004","3036","","217465","","71,63",""
"250370","CAJAZEIRAS","PB","08/2019","8340","","1893817","","227,08",""
"250370","CAJAZEIRAS","PB","03/2012","8065","","919212","","113,98",""
"250370","CAJAZEIRAS","PB","04/2019","8396","","1864519,00","","222,07",""
"250370","CAJAZEIRAS","PB","01/2012","8093","","907076","","112,08",""
"250370","CAJAZEIRAS","PB","11/2009","6982","","690378","","98,88",""
"250370","CAJAZEIRAS","PB","05/2019","8503","","1918786","","225,66",""
"250370","CAJAZEIRAS","PB","04/2012","8059","","938504","","116,45",""
"250370","CAJAZEIRAS","PB","02/2012","8069","","911142","","112,92",""
"250370","CAJAZEIRAS","PB","02/2009","6586","","585325","","88,87",""
"250370","CAJAZEIRAS","PB","10/2009","6983","","691495","","99,03",""
"250370","CAJAZEIRAS","PB","01/2019","8262","","1860516","","225,19",""
"250370","CAJAZEIRAS","PB","04/2009","7076","","628463","","88,82",""
"250370","CAJAZEIRAS","PB","08/2012","8011","","1058714","","132,16",""
"250370","CAJAZEIRAS","PB","02/2019","8328","","1869938,00","","224,54",""
"250370","CAJAZEIRAS","PB","04/2015","7413","","1421294","","191,73",""
"250370","CAJAZEIRAS","PB","09/2019","8256","","1893754","","229,38",""
"250370","CAJAZEIRAS","PB","06/2012","7960","","1034872","","130,01",""
"250370","CAJAZEIRAS","PB","11/2012","8044","","1064880","","132,38",""
"250370","CAJAZEIRAS","PB","07/2012","7892","","1031300","","130,68",""
"250370","CAJAZEIRAS","PB","12/2012","8061","","1157464","","143,59",""
"250370","CAJAZEIRAS","PB","09/2009","6981","","687700","","98,51",""
"250370","CAJAZEIRAS","PB","12/2009","6992","","695684,00","","99,50",""
"250370","CAJAZEIRAS","PB","05/2012","7980","","934930","","117,16",""
"250370","CAJAZEIRAS","PB","10/2019","8276","","1908271","","230,58",""
"250370","CAJAZEIRAS","PB","05/2009","7085","","629067","","88,79",""
"250370","CAJAZEIRAS","PB","10/2012","8033","","1063554","","132,40",""
"250370","CAJAZEIRAS","PB","07/2019","8335","","1889748","","226,72",""
"250370","CAJAZEIRAS","PB","03/2019","8401","","1898889","","226,03",""
"250370","CAJAZEIRAS","PB","03/2015","7481","","1430405","","191,21",""
"250370","CAJAZEIRAS","PB","03/2009","7093","","629947","","88,81",""
"250370","CAJAZEIRAS","PB","09/2012","8010","","1060210","","132,36",""
"250370","CAJAZEIRAS","PB","08/2009","7054","","630035","","89,32",""
"250370","CAJAZEIRAS","PB","11/2019","8230","","1916703","","232,89",""
"250370","CAJAZEIRAS","PB","12/2019","8227","","1919606","","233,33",""
"250370","CAJAZEIRAS","PB","02/2015","7479","","1424528","","190,47",""
"250370","CAJAZEIRAS","PB","10/2015","6950","","1328170","","191,10",""
"250370","CAJAZEIRAS","PB","01/2015","7489","","1424118","","190,16",""
"250370","CAJAZEIRAS","PB","06/2019","8398","","1868030","","222,44",""
"250370","CAJAZEIRAS","PB","11/2015","6821","","1311607","","192,29",""
"250370","CAJAZEIRAS","PB","12/2015","7147","","1427735","","199,77",""
"250370","CAJAZEIRAS","PB","09/2015","7095","","1352034","","190,56",""
"250370","CAJAZEIRAS","PB","07/2015","7373","","1409176","","191,13",""
"250370","CAJAZEIRAS","PB","08/2015","7372","","1402186","","190,20",""
"250370","CAJAZEIRAS","PB","07/2009","7057","","628789","","89,10",""
"250370","CAJAZEIRAS","PB","06/2015","7373","","1415303","","191,96",""
"250370","CAJAZEIRAS","PB","06/2009","7056","","629297","","89,19",""
"250370","CAJAZEIRAS","PB","05/2015","7423","","1423539","","191,77",""
"250370","CAJAZEIRAS","PB","01/2009","6691","","596233","","89,11",""
"250370","CAJAZEIRAS","PB","10/2008","6637","","593647","","89,45",""
"250370","CAJAZEIRAS","PB","09/2018","8113","","1827330","","225,23",""
"250370","CAJAZEIRAS","PB","01/2008","6736","","547583","","81,29",""
"250370","CAJAZEIRAS","PB","01/2021","8130","","1911435","","235,11",""
"250370","CAJAZEIRAS","PB","06/2008","6781","","565518","","83,40",""
"250370","CAJAZEIRAS","PB","03/2008","6759","","555849","","82,24",""
"250370","CAJAZEIRAS","PB","10/2021","8122","","1030967","","126,94",""
"250370","CAJAZEIRAS","PB","01/2025","","13330","","8732696","","655,12"
"250370","CAJAZEIRAS","PB","02/2025","","13328","","8708916,0","","653,43"
"250370","CAJAZEIRAS","PB","05/2008","6754","","563187,00","","83,39",""
"250370","CAJAZEIRAS","PB","03/2025","","13494","","8799821","","652,52"
"250370","CAJAZEIRAS","PB","09/2008","6619","","598999,00","","90,50",""
"250370","CAJAZEIRAS","PB","07/2018","7956","","1768300","","222,26",""
"250370","CAJAZEIRAS","PB","08/2021","8122","","1016800","","125,19",""
"250370","CAJAZEIRAS","PB","06/2018","7926","","1658159","","209,21",""
"250370","CAJAZEIRAS","PB","10/2018","8205","","1838224","","224,04",""
"250370","CAJAZEIRAS","PB","10/2024","","13254","","8730711,0","","659,02"
"250370","CAJAZEIRAS","PB","12/2008","6698","","606605","","90,57",""
"250370","CAJAZEIRAS","PB","05/2018","8170","","1712233","","209,58",""
"250370","CAJAZEIRAS","PB","12/2025","","12432","","8197857","","661,33"
"250370","CAJAZEIRAS","PB","11/2018","8400","","1883216","","224,19",""
"250370","CAJAZEIRAS","PB","12/2018","8451","","1895745","","224,32",""
"250370","CAJAZEIRAS","PB","04/2018","8054","","1680216","","208,62",""
"250370","CAJAZEIRAS","PB","11/2024","","13272","","8759953,0","","660,43"
"250370","CAJAZEIRAS","PB","11/2008","6686","","605329","","90,54",""
"250370","CAJAZEIRAS","PB","12/2024","","13447","","8887857,0","","661,35"
"250370","CAJAZEIRAS","PB","03/2018","8204","","1695998","","206,73",""
"250370","CAJAZEIRAS","PB","03/2021","8058","","1902058","","236,05",""
"250370","CAJAZEIRAS","PB","02/2018","8112","","1677719","","206,82",""
"250370","CAJAZEIRAS","PB","01/2018","8074","","1661543","","205,79",""
"250370","CAJAZEIRAS","PB","02/2021","8075","","1899805","","235,27",""
"250370","CAJAZEIRAS","PB","05/2021","8137","","1001106","","123,03",""
"250370","CAJAZEIRAS","PB","06/2021","8137","","1011203","","124,27",""
