"Código","Unidade Territorial","UF","Referência","Número de famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Número de famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor médio do benefício do Programa Bolsa Família (até outubro/2021)","Valor médio do benefício do Programa Bolsa Família (a partir de março/2023)"
"251250","QUEIMADAS","PB","04/2014","6390","","883958","","138,33",""
"251250","QUEIMADAS","PB","09/2013","6464","","932008","","144,18",""
"251250","QUEIMADAS","PB","05/2013","6273","","904908","","144,25",""
"251250","QUEIMADAS","PB","01/2017","6908","","1115127","","161,43",""
"251250","QUEIMADAS","PB","12/2017","6569","","1065378","","162,18",""
"251250","QUEIMADAS","PB","08/2014","6773","","1048099","","154,75",""
"251250","QUEIMADAS","PB","07/2006","4327","","277365,00","","64,10",""
"251250","QUEIMADAS","PB","10/2014","6837","","1052493","","153,94",""
"251250","QUEIMADAS","PB","06/2014","6363","","992090","","155,92",""
"251250","QUEIMADAS","PB","03/2013","6275","","903992","","144,06",""
"251250","QUEIMADAS","PB","11/2013","6399","","920408","","143,84",""
"251250","QUEIMADAS","PB","07/2014","6818","","1056583","","154,97",""
"251250","QUEIMADAS","PB","05/2006","3668","","239000,00","","65,16",""
"251250","QUEIMADAS","PB","10/2006","4271","","275577","","64,52",""
"251250","QUEIMADAS","PB","03/2014","6290","","888164","","141,20",""
"251250","QUEIMADAS","PB","08/2013","6458","","928916","","143,84",""
"251250","QUEIMADAS","PB","03/2006","3287","","219488","","66,77",""
"251250","QUEIMADAS","PB","04/2006","3355","","223270,00","","66,55",""
"251250","QUEIMADAS","PB","12/2013","6365","","914598","","143,69",""
"251250","QUEIMADAS","PB","02/2017","6907","","1115229","","161,46",""
"251250","QUEIMADAS","PB","08/2017","6647","","1091166","","164,16",""
"251250","QUEIMADAS","PB","04/2017","6836","","1103780","","161,47",""
"251250","QUEIMADAS","PB","08/2006","4333","","277474,00","","64,04",""
"251250","QUEIMADAS","PB","10/2013","6463","","929900","","143,88",""
"251250","QUEIMADAS","PB","02/2014","6353","","906272","","142,65",""
"251250","QUEIMADAS","PB","12/2006","4757","","300121","","63,09",""
"251250","QUEIMADAS","PB","06/2013","6287","","910274","","144,79",""
"251250","QUEIMADAS","PB","04/2013","6166","","884210","","143,40",""
"251250","QUEIMADAS","PB","07/2017","6377","","1033066","","162,00",""
"251250","QUEIMADAS","PB","11/2014","6836","","1052854","","154,02",""
"251250","QUEIMADAS","PB","09/2006","4270","","273712,00","","64,10",""
"251250","QUEIMADAS","PB","03/2017","6884","","1108727","","161,06",""
"251250","QUEIMADAS","PB","01/2006","3305","","225861","","68,34",""
"251250","QUEIMADAS","PB","02/2013","6214","","882420","","142,01",""
"251250","QUEIMADAS","PB","05/2014","6347","","880082","","138,66",""
"251250","QUEIMADAS","PB","12/2014","6826","","1051688","","154,07",""
"251250","QUEIMADAS","PB","01/2014","6339","","899816","","141,95",""
"251250","QUEIMADAS","PB","01/2013","6362","","864790","","135,93",""
"251250","QUEIMADAS","PB","02/2006","3276","","218830","","66,80",""
"251250","QUEIMADAS","PB","06/2017","6779","","1098635","","162,06",""
"251250","QUEIMADAS","PB","11/2017","6529","","1057059","","161,90",""
"251250","QUEIMADAS","PB","10/2017","6467","","1035957","","160,19",""
"251250","QUEIMADAS","PB","05/2017","6790","","1097291","","161,60",""
"251250","QUEIMADAS","PB","11/2006","4259","","274949","","64,56",""
"251250","QUEIMADAS","PB","06/2006","4495","","288488","","64,18",""
"251250","QUEIMADAS","PB","05/2020","6748","","34293","","5,08",""
"251250","QUEIMADAS","PB","08/2005","3075","","223765","","72,77",""
"251250","QUEIMADAS","PB","06/2026","","7855","","5278955","","672,05"
"251250","QUEIMADAS","PB","07/2005","3082","","224295","","72,78",""
"251250","QUEIMADAS","PB","01/2007","4716","","298225","","63,24",""
"251250","QUEIMADAS","PB","04/2007","4962","","309891","","62,45",""
"251250","QUEIMADAS","PB","09/2005","3075","","223765","","72,77",""
"251250","QUEIMADAS","PB","10/2007","4868","","359460","","73,84",""
"251250","QUEIMADAS","PB","07/2020","6748","","35917","","5,32",""
"251250","QUEIMADAS","PB","02/2016","7057","","1031240,00","","146,13",""
"251250","QUEIMADAS","PB","05/2007","4992","","310650","","62,23",""
"251250","QUEIMADAS","PB","01/2020","6353","","1078451,00","","169,75",""
"251250","QUEIMADAS","PB","12/2016","6557","","1092442","","166,61",""
"251250","QUEIMADAS","PB","06/2016","7211","","1040778","","144,33",""
"251250","QUEIMADAS","PB","08/2020","6748","","34948","","5,18",""
"251250","QUEIMADAS","PB","07/2026","","7790","","5238109","","672,85"
"251250","QUEIMADAS","PB","05/2005","3008","","222270","","73,89",""
"251250","QUEIMADAS","PB","04/2005","2976","","220145","","73,97",""
"251250","QUEIMADAS","PB","07/2016","7206","","1176198,00","","163,22",""
"251250","QUEIMADAS","PB","02/2020","6363","","1079403","","169,64",""
"251250","QUEIMADAS","PB","04/2026","","7943","","5327671","","670,74"
"251250","QUEIMADAS","PB","07/2007","4877","","305320","","62,60",""
"251250","QUEIMADAS","PB","02/2007","4687","","296119","","63,18",""
"251250","QUEIMADAS","PB","06/2007","4861","","305026","","62,75",""
"251250","QUEIMADAS","PB","05/2016","7221","","1038042","","143,75",""
"251250","QUEIMADAS","PB","11/2007","4803","","359453","","74,84",""
"251250","QUEIMADAS","PB","05/2026","","7903","","5316100","","672,67"
"251250","QUEIMADAS","PB","01/2016","7055","","1032510","","146,35",""
"251250","QUEIMADAS","PB","03/2026","","7719","","5243361","","679,28"
"251250","QUEIMADAS","PB","04/2016","7283","","1047638","","143,85",""
"251250","QUEIMADAS","PB","03/2020","6221","","1066300","","171,40",""
"251250","QUEIMADAS","PB","04/2020","6732","","30006","","4,46",""
"251250","QUEIMADAS","PB","03/2016","7307","","1053782,00","","144,22",""
"251250","QUEIMADAS","PB","10/2005","3078","","218595","","71,02",""
"251250","QUEIMADAS","PB","08/2007","4875","","359686","","73,78",""
"251250","QUEIMADAS","PB","10/2016","6955","","1147020","","164,92",""
"251250","QUEIMADAS","PB","03/2007","4671","","294087","","62,96",""
"251250","QUEIMADAS","PB","06/2005","3007","","222255","","73,91",""
"251250","QUEIMADAS","PB","02/2005","2960","","218930","","73,96",""
"251250","QUEIMADAS","PB","11/2005","3064","","217502","","70,99",""
"251250","QUEIMADAS","PB","09/2007","4851","","357600","","73,72",""
"251250","QUEIMADAS","PB","12/2007","4632","","346651","","74,84",""
"251250","QUEIMADAS","PB","09/2016","7027","","1154491","","164,29",""
"251250","QUEIMADAS","PB","12/2020","6742","","116996","","17,35",""
"251250","QUEIMADAS","PB","12/2005","3188","","225710","","70,80",""
"251250","QUEIMADAS","PB","03/2005","2960","","218930","","73,96",""
"251250","QUEIMADAS","PB","01/2005","2962","","219090","","73,97",""
"251250","QUEIMADAS","PB","06/2020","6748","","30096","","4,46",""
"251250","QUEIMADAS","PB","08/2016","7203","","1176890","","163,39",""
"251250","QUEIMADAS","PB","01/2026","","7817","","5309838","","679,27"
"251250","QUEIMADAS","PB","11/2020","6742","","112463","","16,68",""
"251250","QUEIMADAS","PB","10/2020","6742","","106253","","15,76",""
"251250","QUEIMADAS","PB","02/2026","","7823","","5335226","","681,99"
"251250","QUEIMADAS","PB","09/2020","6742","","101009","","14,98",""
"251250","QUEIMADAS","PB","11/2016","6648","","1116100","","167,89",""
"251250","QUEIMADAS","PB","04/2019","6637","","1113789,00","","167,82",""
"251250","QUEIMADAS","PB","07/2009","4762","","417702","","87,72",""
"251250","QUEIMADAS","PB","02/2019","6501","","1098412,00","","168,96",""
"251250","QUEIMADAS","PB","04/2009","4729","","404868","","85,61",""
"251250","QUEIMADAS","PB","11/2009","4734","","462357","","97,67",""
"251250","QUEIMADAS","PB","10/2019","6468","","1091550","","168,76",""
"251250","QUEIMADAS","PB","01/2009","4886","","413565","","84,64",""
"251250","QUEIMADAS","PB","11/2019","6360","","1078798","","169,62",""
"251250","QUEIMADAS","PB","01/2015","6831","","1040702","","152,35",""
"251250","QUEIMADAS","PB","10/2009","4729","","461500","","97,59",""
"251250","QUEIMADAS","PB","02/2012","6118","","720832","","117,82",""
"251250","QUEIMADAS","PB","05/2019","6706","","1117977","","166,71",""
"251250","QUEIMADAS","PB","06/2019","6618","","1103164","","166,69",""
"251250","QUEIMADAS","PB","08/2012","6308","","825520","","130,87",""
"251250","QUEIMADAS","PB","03/2012","6108","","723156","","118,39",""
"251250","QUEIMADAS","PB","07/2019","6576","","1106658","","168,29",""
"251250","QUEIMADAS","PB","12/2009","4735","","466831,00","","98,59",""
"251250","QUEIMADAS","PB","02/2009","4721","","408043","","86,43",""
"251250","QUEIMADAS","PB","02/2015","6836","","1039489","","152,06",""
"251250","QUEIMADAS","PB","01/2019","6428","","1087929","","169,25",""
"251250","QUEIMADAS","PB","04/2012","6118","","744144","","121,63",""
"251250","QUEIMADAS","PB","07/2012","6242","","809664","","129,71",""
"251250","QUEIMADAS","PB","09/2019","6465","","1080914","","167,19",""
"251250","QUEIMADAS","PB","09/2012","6288","","830786","","132,12",""
"251250","QUEIMADAS","PB","10/2012","6302","","833608","","132,28",""
"251250","QUEIMADAS","PB","08/2019","6573","","1104772","","168,08",""
"251250","QUEIMADAS","PB","06/2012","6295","","809062","","128,52",""
"251250","QUEIMADAS","PB","12/2015","6322","","963165","","152,35",""
"251250","QUEIMADAS","PB","05/2012","6346","","763752","","120,35",""
"251250","QUEIMADAS","PB","11/2015","6288","","955890","","152,02",""
"251250","QUEIMADAS","PB","10/2015","6450","","977829","","151,60",""
"251250","QUEIMADAS","PB","09/2015","6562","","994448","","151,55",""
"251250","QUEIMADAS","PB","09/2009","4726","","459482","","97,22",""
"251250","QUEIMADAS","PB","08/2015","6708","","1012188","","150,89",""
"251250","QUEIMADAS","PB","03/2009","4728","","409059","","86,52",""
"251250","QUEIMADAS","PB","07/2015","6726","","1018553","","151,44",""
"251250","QUEIMADAS","PB","06/2015","6737","","1022145","","151,72",""
"251250","QUEIMADAS","PB","05/2015","6789","","1029101","","151,58",""
"251250","QUEIMADAS","PB","08/2009","4756","","418745","","88,05",""
"251250","QUEIMADAS","PB","12/2012","6392","","882698","","138,09",""
"251250","QUEIMADAS","PB","04/2015","6778","","1029971","","151,96",""
"251250","QUEIMADAS","PB","03/2015","6836","","1039603","","152,08",""
"251250","QUEIMADAS","PB","06/2009","4762","","419056","","88,00",""
"251250","QUEIMADAS","PB","11/2012","6341","","837612","","132,09",""
"251250","QUEIMADAS","PB","05/2009","4754","","408508","","85,93",""
"251250","QUEIMADAS","PB","03/2019","6617","","1107523","","167,38",""
"251250","QUEIMADAS","PB","01/2012","6113","","713762","","116,76",""
"251250","QUEIMADAS","PB","12/2019","6364","","1087657","","170,91",""
"251250","QUEIMADAS","PB","02/2004","1919","","152960","","79,71",""
"251250","QUEIMADAS","PB","02/2011","5918","","574738","","97,12",""
"251250","QUEIMADAS","PB","03/2011","5918","","574734","","97,12",""
"251250","QUEIMADAS","PB","03/2023","","9587","","6353423","","663,20"
"251250","QUEIMADAS","PB","05/2023","","9491","","6297432","","664,01"
"251250","QUEIMADAS","PB","05/2010","5361","","523409","","97,63",""
"251250","QUEIMADAS","PB","12/2023","","9143","","6179126,0","","675,83"
"251250","QUEIMADAS","PB","06/2004","1919","","150905","","78,64",""
"251250","QUEIMADAS","PB","05/2011","5920","","674516","","113,94",""
"251250","QUEIMADAS","PB","09/2011","5977","","713992","","119,46",""
"251250","QUEIMADAS","PB","10/2011","5941","","710048","","119,52",""
"251250","QUEIMADAS","PB","08/2023","","9174","","6201709,00","","676,23"
"251250","QUEIMADAS","PB","01/2010","5189","","498990","","96,16",""
"251250","QUEIMADAS","PB","02/2010","5316","","512002,00","","96,31",""
"251250","QUEIMADAS","PB","08/2011","5864","","676986","","115,45",""
"251250","QUEIMADAS","PB","07/2023","","9189","","6219877,00","","677,55"
"251250","QUEIMADAS","PB","07/2010","5345","","528069","","98,80",""
"251250","QUEIMADAS","PB","09/2023","","9347","","6344119","","678,88"
"251250","QUEIMADAS","PB","03/2004","1919","","152960","","79,71",""
"251250","QUEIMADAS","PB","04/2023","","9566","","6338784","","663,12"
"251250","QUEIMADAS","PB","06/2023","","9461","","6587751","","696,31"
"251250","QUEIMADAS","PB","10/2023","","9311","","6332172,0","","680,07"
"251250","QUEIMADAS","PB","04/2004","1919","","151595","","79,00",""
"251250","QUEIMADAS","PB","06/2011","5907","","674762","","114,23",""
"251250","QUEIMADAS","PB","08/2010","5354","","531689","","99,31",""
"251250","QUEIMADAS","PB","04/2011","5925","","675718","","114,05",""
"251250","QUEIMADAS","PB","10/2010","5380","","551579","","102,52",""
"251250","QUEIMADAS","PB","12/2011","6049","","732562,00","","121,10",""
"251250","QUEIMADAS","PB","09/2004","2014","","156650","","77,78",""
"251250","QUEIMADAS","PB","04/2010","5361","","520009,00","","97,00",""
"251250","QUEIMADAS","PB","01/2004","1919","","152960","","79,71",""
"251250","QUEIMADAS","PB","11/2004","2782","","208690","","75,01",""
"251250","QUEIMADAS","PB","07/2004","1919","","150530","","78,44",""
"251250","QUEIMADAS","PB","03/2010","5348","","518896","","97,03",""
"251250","QUEIMADAS","PB","12/2010","5364","","545200","","101,64",""
"251250","QUEIMADAS","PB","11/2011","6019","","724716","","120,40",""
"251250","QUEIMADAS","PB","11/2023","","9180","","6196917,0","","675,12"
"251250","QUEIMADAS","PB","01/2011","5473","","539446","","98,56",""
"251250","QUEIMADAS","PB","06/2010","5380","","528017","","98,14",""
"251250","QUEIMADAS","PB","07/2011","5912","","677752","","114,64",""
"251250","QUEIMADAS","PB","08/2004","1919","","150215","","78,28",""
"251250","QUEIMADAS","PB","10/2004","2733","","206804","","75,67",""
"251250","QUEIMADAS","PB","05/2004","1919","","151250","","78,82",""
"251250","QUEIMADAS","PB","09/2010","5386","","541553","","100,55",""
"251250","QUEIMADAS","PB","11/2010","5350","","541724","","101,26",""
"251250","QUEIMADAS","PB","12/2004","2959","","222617","","75,23",""
"251260","QUIXABA","PB","04/2004","211","","15175","","71,92",""
"251260","QUIXABA","PB","01/2010","232","","22979","","99,05",""
"251260","QUIXABA","PB","02/2004","211","","15310","","72,56",""
"251260","QUIXABA","PB","03/2010","229","","22799","","99,56",""
"251260","QUIXABA","PB","02/2011","244","","24721","","101,32",""
"251260","QUIXABA","PB","08/2011","242","","29412","","121,54",""
"251260","QUIXABA","PB","03/2011","238","","23653","","99,38",""
"251260","QUIXABA","PB","10/2010","227","","23246","","102,41",""
"251260","QUIXABA","PB","02/2010","231","","22955,00","","99,37",""
"251260","QUIXABA","PB","12/2010","227","","23565","","103,81",""
"251260","QUIXABA","PB","09/2004","211","","15055","","71,35",""
"251260","QUIXABA","PB","10/2011","245","","30638","","125,05",""
"251260","QUIXABA","PB","05/2011","240","","28772","","119,88",""
"251260","QUIXABA","PB","06/2010","229","","23285","","101,68",""
"251260","QUIXABA","PB","10/2004","211","","15025","","71,21",""
"251260","QUIXABA","PB","03/2023","","449","","294252","","655,35"
"251260","QUIXABA","PB","04/2023","","444","","291661","","658,38"
"251260","QUIXABA","PB","05/2023","","435","","285917","","658,79"
"251260","QUIXABA","PB","06/2023","","433","","295417","","682,26"
"251260","QUIXABA","PB","07/2023","","425","","284280,00","","670,47"
"251260","QUIXABA","PB","08/2023","","419","","280344,00","","670,68"
"251260","QUIXABA","PB","09/2023","","413","","276223","","670,44"
"251260","QUIXABA","PB","10/2023","","415","","279523,0","","673,55"
"251260","QUIXABA","PB","11/2023","","405","","270234,0","","667,24"
"251260","QUIXABA","PB","12/2023","","397","","264623,0","","666,56"
"251260","QUIXABA","PB","06/2011","240","","28824","","120,10",""
"251260","QUIXABA","PB","07/2011","240","","28524","","118,85",""
"251260","QUIXABA","PB","08/2010","227","","23237","","102,37",""
"251260","QUIXABA","PB","11/2004","211","","14980","","71,00",""
"251260","QUIXABA","PB","05/2010","228","","22907","","100,47",""
"251260","QUIXABA","PB","04/2010","230","","23067,00","","100,29",""
"251260","QUIXABA","PB","06/2004","211","","15070","","71,42",""
"251260","QUIXABA","PB","09/2010","229","","23560","","102,88",""
"251260","QUIXABA","PB","12/2011","246","","30716,00","","124,86",""
"251260","QUIXABA","PB","09/2011","242","","30064","","124,23",""
"251260","QUIXABA","PB","03/2004","211","","15310","","72,56",""
"251260","QUIXABA","PB","07/2010","226","","22989","","101,72",""
"251260","QUIXABA","PB","11/2010","228","","23780","","104,30",""
"251260","QUIXABA","PB","08/2004","211","","15055","","71,35",""
"251260","QUIXABA","PB","11/2011","244","","30454","","124,81",""
"251260","QUIXABA","PB","01/2011","227","","23059","","101,58",""
"251260","QUIXABA","PB","07/2004","211","","15070","","71,42",""
"251260","QUIXABA","PB","12/2004","211","","14935","","70,78",""
"251260","QUIXABA","PB","05/2004","211","","15115","","71,64",""
"251260","QUIXABA","PB","01/2004","211","","15310","","72,56",""
"251260","QUIXABA","PB","04/2011","239","","27814","","116,38",""
"251260","QUIXABA","PB","12/2005","214","","14915","","69,70",""
"251260","QUIXABA","PB","05/2020","321","","433","","1,35",""
"251260","QUIXABA","PB","06/2020","321","","433","","1,35",""
"251260","QUIXABA","PB","08/2016","278","","75773","","272,56",""
"251260","QUIXABA","PB","02/2005","211","","14935","","70,78",""
"251260","QUIXABA","PB","05/2026","","403","","269217","","668,03"
"251260","QUIXABA","PB","10/2005","217","","15080","","69,49",""
"251260","QUIXABA","PB","10/2016","270","","73638","","272,73",""
"251260","QUIXABA","PB","07/2020","321","","884","","2,75",""
"251260","QUIXABA","PB","11/2007","239","","19128","","80,03",""
"251260","QUIXABA","PB","08/2020","321","","884","","2,75",""
"251260","QUIXABA","PB","09/2020","322","","3918","","12,17",""
"251260","QUIXABA","PB","01/2016","263","","66171","","251,60",""
"251260","QUIXABA","PB","04/2026","","402","","267547","","667,20"
"251260","QUIXABA","PB","01/2026","","384","","256757","","668,64"
"251260","QUIXABA","PB","04/2007","241","","16165","","67,07",""
"251260","QUIXABA","PB","06/2005","217","","15080","","69,49",""
"251260","QUIXABA","PB","10/2020","322","","4007","","12,44",""
"251260","QUIXABA","PB","11/2020","322","","4275","","13,28",""
"251260","QUIXABA","PB","06/2026","","406","","270427","","666,08"
"251260","QUIXABA","PB","12/2020","322","","4275","","13,28",""
"251260","QUIXABA","PB","07/2016","281","","76812,00","","273,35",""
"251260","QUIXABA","PB","06/2016","281","","69914","","248,80",""
"251260","QUIXABA","PB","11/2005","210","","14735","","70,17",""
"251260","QUIXABA","PB","07/2026","","400","","267172","","667,93"
"251260","QUIXABA","PB","08/2007","238","","18868","","79,28",""
"251260","QUIXABA","PB","01/2005","211","","14935","","70,78",""
"251260","QUIXABA","PB","03/2005","216","","15050","","69,68",""
"251260","QUIXABA","PB","09/2005","217","","15080","","69,49",""
"251260","QUIXABA","PB","12/2007","239","","19128","","80,03",""
"251260","QUIXABA","PB","07/2007","238","","16050","","67,44",""
"251260","QUIXABA","PB","05/2016","280","","69528","","248,31",""
"251260","QUIXABA","PB","02/2016","264","","66872,00","","253,30",""
"251260","QUIXABA","PB","04/2005","216","","15050","","69,68",""
"251260","QUIXABA","PB","07/2005","217","","15080","","69,49",""
"251260","QUIXABA","PB","02/2026","","383","","259082","","676,45"
"251260","QUIXABA","PB","06/2007","238","","15985","","67,16",""
"251260","QUIXABA","PB","09/2016","270","","73767","","273,21",""
"251260","QUIXABA","PB","03/2026","","380","","254757","","670,41"
"251260","QUIXABA","PB","11/2016","262","","71852","","274,24",""
"251260","QUIXABA","PB","08/2005","217","","15080","","69,49",""
"251260","QUIXABA","PB","10/2007","239","","18998","","79,49",""
"251260","QUIXABA","PB","02/2007","241","","16165","","67,07",""
"251260","QUIXABA","PB","03/2007","241","","16165","","67,07",""
"251260","QUIXABA","PB","01/2020","321","","80358,00","","250,34",""
"251260","QUIXABA","PB","02/2020","320","","80265","","250,83",""
"251260","QUIXABA","PB","05/2005","216","","15050","","69,68",""
"251260","QUIXABA","PB","04/2016","280","","69490","","248,18",""
"251260","QUIXABA","PB","09/2007","239","","18980","","79,41",""
"251260","QUIXABA","PB","03/2020","320","","80352","","251,10",""
"251260","QUIXABA","PB","12/2016","264","","71834","","272,10",""
"251260","QUIXABA","PB","01/2007","239","","16100","","67,36",""
"251260","QUIXABA","PB","05/2007","241","","16180","","67,14",""
"251260","QUIXABA","PB","03/2016","281","","69673,00","","247,95",""
"251260","QUIXABA","PB","04/2020","321","","612","","1,91",""
"251260","QUIXABA","PB","02/2018","306","","76101","","248,70",""
"251260","QUIXABA","PB","02/2024","","401","","267030,0","","665,91"
"251260","QUIXABA","PB","03/2021","313","","78028","","249,29",""
"251260","QUIXABA","PB","01/2024","","394","","261830,0","","664,54"
"251260","QUIXABA","PB","03/2018","307","","76533","","249,29",""
"251260","QUIXABA","PB","04/2021","316","","44970","","142,31",""
"251260","QUIXABA","PB","01/2025","","399","","263757","","661,05"
"251260","QUIXABA","PB","02/2025","","399","","263457,0","","660,29"
"251260","QUIXABA","PB","08/2025","","387","","257168","","664,52"
"251260","QUIXABA","PB","05/2021","328","","46272","","141,07",""
"251260","QUIXABA","PB","03/2025","","401","","263961","","658,26"
"251260","QUIXABA","PB","09/2008","246","","22484,00","","91,40",""
"251260","QUIXABA","PB","02/2008","241","","19388","","80,45",""
"251260","QUIXABA","PB","10/2008","247","","22534","","91,23",""
"251260","QUIXABA","PB","07/2018","309","","79121","","256,06",""
"251260","QUIXABA","PB","04/2025","","399","","262560,0","","658,05"
"251260","QUIXABA","PB","06/2018","307","","75162","","244,83",""
"251260","QUIXABA","PB","05/2018","312","","77011","","246,83",""
"251260","QUIXABA","PB","12/2025","","385","","257907","","669,89"
"251260","QUIXABA","PB","06/2021","328","","46647","","142,22",""
"251260","QUIXABA","PB","04/2018","310","","77050","","248,55",""
"251260","QUIXABA","PB","10/2021","327","","47745","","146,01",""
"251260","QUIXABA","PB","08/2018","308","","78699","","255,52",""
"251260","QUIXABA","PB","07/2025","","389","","258873,0","","665,48"
"251260","QUIXABA","PB","05/2025","","398","","261910,0","","658,07"
"251260","QUIXABA","PB","06/2025","","398","","261688","","657,51"
"251260","QUIXABA","PB","08/2008","244","","22370","","91,68",""
"251260","QUIXABA","PB","06/2008","240","","19620","","81,75",""
"251260","QUIXABA","PB","04/2008","239","","19208","","80,37",""
"251260","QUIXABA","PB","10/2025","","384","","257420","","670,36"
"251260","QUIXABA","PB","09/2021","327","","47156","","144,21",""
"251260","QUIXABA","PB","11/2018","326","","80461","","246,81",""
"251260","QUIXABA","PB","10/2018","319","","80411","","252,07",""
"251260","QUIXABA","PB","11/2025","","381","","255719,0","","671,18"
"251260","QUIXABA","PB","08/2021","327","","46434","","142,00",""
"251260","QUIXABA","PB","09/2018","315","","80423","","255,31",""
"251260","QUIXABA","PB","05/2008","242","","19500,00","","80,58",""
"251260","QUIXABA","PB","12/2018","325","","80341","","247,20",""
"251260","QUIXABA","PB","12/2008","246","","22534","","91,60",""
"251260","QUIXABA","PB","07/2021","328","","46647","","142,22",""
"251260","QUIXABA","PB","09/2025","","383","","256497","","669,70"
"251260","QUIXABA","PB","01/2018","308","","76772","","249,26",""
"251260","QUIXABA","PB","03/2008","237","","19014","","80,23",""
"251260","QUIXABA","PB","02/2021","316","","77497","","245,24",""
"251260","QUIXABA","PB","01/2021","321","","78973","","246,02",""
"251260","QUIXABA","PB","07/2008","237","","21068","","88,89",""
"251260","QUIXABA","PB","11/2008","245","","22452","","91,64",""
"251260","QUIXABA","PB","12/2024","","403","","267317,0","","663,32"
"251260","QUIXABA","PB","10/2024","","401","","264637,0","","659,94"
"251260","QUIXABA","PB","09/2024","","397","","262457,0","","661,10"
"251260","QUIXABA","PB","08/2024","","401","","266093,0","","663,57"
"251260","QUIXABA","PB","01/2008","239","","19146","","80,11",""
"251260","QUIXABA","PB","07/2024","","402","","266638,0","","663,28"
"251260","QUIXABA","PB","06/2024","","394","","262538,0","","666,34"
"251260","QUIXABA","PB","05/2024","","396","","262863,0","","663,80"
"251260","QUIXABA","PB","04/2024","","399","","264323,0","","662,46"
"251260","QUIXABA","PB","03/2024","","401","","265998","","663,34"
"251260","QUIXABA","PB","05/2017","301","","77701","","258,14",""
"251260","QUIXABA","PB","09/2014","263","","67420","","256,35",""
"251260","QUIXABA","PB","10/2013","250","","58770","","235,08",""
"251260","QUIXABA","PB","09/2013","252","","58572","","232,43",""
"251260","QUIXABA","PB","01/2006","209","","14389","","68,85",""
"251260","QUIXABA","PB","11/2013","249","","58716","","235,81",""
"251260","QUIXABA","PB","07/2013","257","","58552","","227,83",""
"251260","QUIXABA","PB","12/2017","308","","76248","","247,56",""
"251260","QUIXABA","PB","10/2006","244","","16560","","67,87",""
"251260","QUIXABA","PB","11/2017","307","","76168","","248,10",""
"251260","QUIXABA","PB","10/2017","306","","75666","","247,27",""
"251260","QUIXABA","PB","09/2017","307","","75517","","245,98",""
"251260","QUIXABA","PB","04/2017","300","","77128","","257,09",""
"251260","QUIXABA","PB","08/2017","305","","76844","","251,95",""
"251260","QUIXABA","PB","07/2017","291","","73979","","254,22",""
"251260","QUIXABA","PB","08/2013","257","","59344","","230,91",""
"251260","QUIXABA","PB","01/2014","244","","56844","","232,97",""
"251260","QUIXABA","PB","06/2017","298","","76082","","255,31",""
"251260","QUIXABA","PB","03/2017","305","","78732","","258,14",""
"251260","QUIXABA","PB","02/2017","303","","78058","","257,62",""
"251260","QUIXABA","PB","01/2017","299","","77849","","260,36",""
"251260","QUIXABA","PB","09/2006","242","","16385,00","","67,71",""
"251260","QUIXABA","PB","01/2013","267","","51906","","194,40",""
"251260","QUIXABA","PB","04/2013","258","","58184","","225,52",""
"251260","QUIXABA","PB","11/2014","259","","65855","","254,27",""
"251260","QUIXABA","PB","03/2013","260","","58952","","226,74",""
"251260","QUIXABA","PB","06/2013","257","","58554","","227,84",""
"251260","QUIXABA","PB","02/2014","244","","57518","","235,73",""
"251260","QUIXABA","PB","05/2013","256","","58618","","228,98",""
"251260","QUIXABA","PB","12/2006","239","","16405","","68,64",""
"251260","QUIXABA","PB","05/2006","207","","14200,00","","68,60",""
"251260","QUIXABA","PB","10/2014","261","","66111","","253,30",""
"251260","QUIXABA","PB","04/2014","243","","56982","","234,49",""
"251260","QUIXABA","PB","11/2024","","400","","264767,0","","661,92"
"251260","QUIXABA","PB","08/2014","261","","68033","","260,66",""
"251260","QUIXABA","PB","07/2014","260","","68082","","261,85",""
"251260","QUIXABA","PB","03/2014","240","","55900","","232,92",""
"251260","QUIXABA","PB","06/2006","246","","16540","","67,24",""
"251260","QUIXABA","PB","08/2006","243","","16415,00","","67,55",""
"251260","QUIXABA","PB","11/2006","245","","16640","","67,92",""
"251260","QUIXABA","PB","04/2006","207","","14158,00","","68,40",""
"251260","QUIXABA","PB","07/2006","243","","16415,00","","67,55",""
"251260","QUIXABA","PB","05/2014","239","","56176","","235,05",""
"251260","QUIXABA","PB","12/2013","246","","58566","","238,07",""
"251260","QUIXABA","PB","03/2006","207","","14158","","68,40",""
"251260","QUIXABA","PB","02/2013","262","","51826","","197,81",""
"251260","QUIXABA","PB","02/2006","209","","14389","","68,85",""
"251260","QUIXABA","PB","12/2014","259","","66629","","257,25",""
"251260","QUIXABA","PB","06/2014","244","","64052","","262,51",""
"251260","QUIXABA","PB","08/2015","253","","64492","","254,91",""
"251260","QUIXABA","PB","03/2019","331","","80984","","244,66",""
"251260","QUIXABA","PB","03/2009","245","","22040","","89,96",""
"251260","QUIXABA","PB","12/2012","267","","51888","","194,34",""
"251260","QUIXABA","PB","05/2019","329","","80573","","244,90",""
